StockCode,TotalRevenue,TotalQuantity,PurchaseFrequency,UniqueCustomers,ReturnRate,SalesRevenue,ReturnLoss,NetRevenue,Cluster,Category,Insight
21028,148.29,116,21,15,0,148.29,0,148.29,0,Low Demand,📉 Low Performance
21030,153.67,121,21,19,0,153.67,0,153.67,0,Low Demand,📉 Low Performance
21031,51.21,40,10,9,0,51.21,0,51.21,0,Low Demand,📉 Low Performance
21032,84.88,65,15,13,0,84.88,0,84.88,0,Low Demand,📉 Low Performance
21033,1932.96,921,109,75,1,1934.75,-1.79,1932.96,0,Low Demand,✅ Profitable Product
21034,1778.4,1872,862,480,3,1798.35,-19.95,1778.4,2,Hidden Loss,✅ Profitable Product
21035,6270.01,2119,221,151,2,6820.01,-550,6270.01,2,Hidden Loss,✅ Profitable Product
21038,80.85,75,24,20,1,86.75,-5.9,80.85,0,Low Demand,📉 Low Performance
21039,1254.06,498,79,57,2,1284.66,-30.6,1254.06,0,Low Demand,✅ Profitable Product
21040,29.7,22,8,8,0,29.7,0,29.7,0,Low Demand,📉 Low Performance
21041,1690.35,573,141,100,3,1699.2,-8.85,1690.35,0,Low Demand,✅ Profitable Product
21042,1768.45,297,110,72,5,1802.85,-34.4,1768.45,0,Low Demand,✅ Profitable Product
21043,931.85,443,57,52,0,931.85,0,931.85,0,Low Demand,✅ Profitable Product
21051,228.83,108,24,23,0,228.83,0,228.83,0,Low Demand,✅ Profitable Product
21054,608.6,68,27,24,0,608.6,0,608.6,0,Low Demand,✅ Profitable Product
21055,1314.44,140,83,63,1,1368.14,-53.7,1314.44,0,Low Demand,✅ Profitable Product
21056,1622.28,172,68,46,2,1640.18,-17.9,1622.28,0,Low Demand,✅ Profitable Product
21058,845.57,1037,88,68,1,855.77,-10.2,845.57,0,Low Demand,✅ Profitable Product
21059,476.85,561,78,67,1,487.05,-10.2,476.85,0,Low Demand,✅ Profitable Product
21060,302.6,356,53,47,0,302.6,0,302.6,0,Low Demand,✅ Profitable Product
21061,350.2,412,52,49,0,350.2,0,350.2,0,Low Demand,✅ Profitable Product
21062,425.85,501,61,55,0,425.85,0,425.85,0,Low Demand,✅ Profitable Product
21063,412.11,483,81,64,0,412.11,0,412.11,0,Low Demand,✅ Profitable Product
21064,760.5,176,54,40,0,760.5,0,760.5,0,Low Demand,✅ Profitable Product
21065,839.05,487,40,31,0,839.05,0,839.05,0,Low Demand,✅ Profitable Product
21066,642.62,676,42,33,1,657.62,-15,642.62,0,Low Demand,✅ Profitable Product
21067,220,176,44,30,3,249.38,-29.38,220,0,Low Demand,✅ Profitable Product
21068,1592.05,1493,128,81,3,1637.71,-45.66,1592.05,0,Low Demand,✅ Profitable Product
21069,1305.99,1167,52,35,1,2049.05,-743.06,1305.99,0,Low Demand,✅ Profitable Product
21070,1059.79,1033,77,51,0,1059.79,0,1059.79,0,Low Demand,✅ Profitable Product
21071,1019.62,843,108,72,1,1025.98,-6.36,1019.62,0,Low Demand,✅ Profitable Product
21078,1982.08,2494,201,148,0,1982.08,0,1982.08,2,Hidden Loss,✅ Profitable Product
21080,9642.34,12296,734,427,2,9656.79,-14.45,9642.34,1,Stable,✅ Profitable Product
21084,459.29,2175,104,90,1,463.85,-4.56,459.29,0,Low Demand,✅ Profitable Product
21086,4009.49,6589,285,167,0,4009.49,0,4009.49,2,Hidden Loss,✅ Profitable Product
21087,62.12,126,10,10,0,62.12,0,62.12,0,Low Demand,📉 Low Performance
21088,343.14,1564,75,67,1,345.42,-2.28,343.14,0,Low Demand,✅ Profitable Product
21089,45.73,231,24,23,0,45.73,0,45.73,0,Low Demand,📉 Low Performance
21090,694.26,1636,119,98,3,708.3,-14.04,694.26,0,Low Demand,✅ Profitable Product
21094,5496.53,7351,325,179,0,5496.53,0,5496.53,2,Hidden Loss,✅ Profitable Product
21095,80.75,95,9,9,0,80.75,0,80.75,0,Low Demand,📉 Low Performance
21096,479.25,1143,70,63,0,479.25,0,479.25,0,Low Demand,✅ Profitable Product
21098,3638.14,3137,165,115,2,3680.05,-41.91,3638.14,2,Hidden Loss,✅ Profitable Product
21100,70.95,43,8,7,0,70.95,0,70.95,0,Low Demand,📉 Low Performance
21106,530.95,193,34,30,0,530.95,0,530.95,0,Low Demand,✅ Profitable Product
21107,2218.8,840,62,48,0,2218.8,0,2218.8,0,Low Demand,✅ Profitable Product
21108,10713.15,6932,195,160,3,17304.57,-6591.42,10713.15,2,Hidden Loss,✅ Profitable Product
21109,2131.35,837,68,54,0,2131.35,0,2131.35,0,Low Demand,✅ Profitable Product
21110,2281.55,773,79,62,1,2295.05,-13.5,2281.55,0,Low Demand,✅ Profitable Product
21111,1291.55,789,50,46,0,1291.55,0,1291.55,0,Low Demand,✅ Profitable Product
21112,2551.83,1245,46,37,0,2551.83,0,2551.83,0,Low Demand,✅ Profitable Product
21114,1692.78,1342,129,105,1,1705.28,-12.5,1692.78,0,Low Demand,✅ Profitable Product
21115,2580.21,523,129,104,0,2580.21,0,2580.21,0,Low Demand,✅ Profitable Product
21116,2339.19,489,117,81,0,2339.19,0,2339.19,0,Low Demand,✅ Profitable Product
21117,149.25,115,14,11,0,149.25,0,149.25,0,Low Demand,📉 Low Performance
21121,7739.18,6454,338,238,2,7799.18,-60,7739.18,2,Hidden Loss,✅ Profitable Product
21122,6292.33,5208,307,215,3,6353.58,-61.25,6292.33,2,Hidden Loss,✅ Profitable Product
21123,1185.81,951,98,66,1,1215.81,-30,1185.81,0,Low Demand,✅ Profitable Product
21124,4737.09,3921,230,181,3,4798.34,-61.25,4737.09,2,Hidden Loss,✅ Profitable Product
21125,745,596,69,60,2,747.5,-2.5,745,0,Low Demand,✅ Profitable Product
21126,605.44,488,67,57,0,605.44,0,605.44,0,Low Demand,✅ Profitable Product
21128,284.16,47,16,12,0,284.16,0,284.16,0,Low Demand,✅ Profitable Product
21129,318.4,43,21,14,1,332.3,-13.9,318.4,0,Low Demand,✅ Profitable Product
21131,290.25,93,17,11,0,290.25,0,290.25,0,Low Demand,✅ Profitable Product
21132,142.75,35,16,13,0,142.75,0,142.75,0,Low Demand,📉 Low Performance
21135,2853.28,2416,164,122,2,2975.24,-121.96,2853.28,2,Hidden Loss,✅ Profitable Product
21136,7476.19,4467,354,259,2,7491.4,-15.21,7476.19,2,Hidden Loss,✅ Profitable Product
21137,39009.38,11391,318,140,5,39064.55,-55.17,39009.38,1,Stable,✅ Profitable Product
21143,573.3,294,28,27,2,577.2,-3.9,573.3,0,Low Demand,✅ Profitable Product
21144,-4.56,-12,1,1,1,0,-4.56,-4.56,0,Low Demand,🚨 Loss Making Product
21145,152.5,122,8,8,0,152.5,0,152.5,0,Low Demand,📉 Low Performance
21147,200.94,89,21,11,0,200.94,0,200.94,0,Low Demand,✅ Profitable Product
21154,3524.63,2975,266,175,4,3751.63,-227,3524.63,2,Hidden Loss,✅ Profitable Product
21155,5369.45,2222,367,206,13,5880.05,-510.6,5369.45,2,Hidden Loss,✅ Profitable Product
21156,5511.82,3000,300,203,8,5587.87,-76.05,5511.82,2,Hidden Loss,✅ Profitable Product
21157,102.9,49,14,12,0,102.9,0,102.9,0,Low Demand,📉 Low Performance
21158,677.55,1403,147,103,1,686.91,-9.36,677.55,0,Low Demand,✅ Profitable Product
21159,542.75,1109,108,73,0,542.75,0,542.75,0,Low Demand,✅ Profitable Product
21161,189.95,131,34,25,0,189.95,0,189.95,0,Low Demand,📉 Low Performance
21162,696.4,1416,137,98,0,696.4,0,696.4,0,Low Demand,✅ Profitable Product
21163,602.61,1175,111,87,1,603.86,-1.25,602.61,0,Low Demand,✅ Profitable Product
21164,4832.92,1708,247,166,1,4850.62,-17.7,4832.92,2,Hidden Loss,✅ Profitable Product
21165,6385.03,4015,360,178,1,6405.31,-20.28,6385.03,2,Hidden Loss,✅ Profitable Product
21166,20154.23,10122,613,287,11,20315.33,-161.1,20154.23,1,Stable,✅ Profitable Product
21167,254.1,1210,26,20,1,264.6,-10.5,254.1,0,Low Demand,✅ Profitable Product
21169,6733.35,4263,347,192,5,6762.57,-29.22,6733.35,2,Hidden Loss,✅ Profitable Product
21171,566.8,424,60,43,0,566.8,0,566.8,0,Low Demand,✅ Profitable Product
21172,4689.42,3322,373,236,2,4708.27,-18.85,4689.42,2,Hidden Loss,✅ Profitable Product
21174,8372.7,3926,371,225,0,8372.7,0,8372.7,2,Hidden Loss,✅ Profitable Product
21175,22332.11,9963,699,343,7,26107.44,-3775.33,22332.11,1,Stable,✅ Profitable Product
21179,1016.55,1773,167,122,1,1021.23,-4.68,1016.55,0,Low Demand,✅ Profitable Product
21181,23761.22,11876,704,361,10,23930.92,-169.7,23761.22,1,Stable,✅ Profitable Product
21187,525.3,330,33,30,0,525.3,0,525.3,0,Low Demand,✅ Profitable Product
21188,838.5,294,33,27,0,838.5,0,838.5,0,Low Demand,✅ Profitable Product
21189,272.25,165,29,27,0,272.25,0,272.25,0,Low Demand,✅ Profitable Product
21190,172.7,118,8,6,1,245.2,-72.5,172.7,0,Low Demand,📉 Low Performance
21191,788.04,394,44,38,0,788.04,0,788.04,0,Low Demand,✅ Profitable Product
21192,1391.85,925,39,32,0,1391.85,0,1391.85,0,Low Demand,✅ Profitable Product
21194,360.2,427,44,37,3,366.7,-6.5,360.2,0,Low Demand,✅ Profitable Product
21195,607.86,417,24,21,0,607.86,0,607.86,0,Low Demand,✅ Profitable Product
21196,146.85,89,9,9,0,146.85,0,146.85,0,Low Demand,📉 Low Performance
21197,288.06,222,14,13,1,322.71,-34.65,288.06,0,Low Demand,✅ Profitable Product
21198,871.8,892,52,47,2,931.56,-59.76,871.8,0,Low Demand,✅ Profitable Product
21199,746.4,816,49,45,1,766.56,-20.16,746.4,0,Low Demand,✅ Profitable Product
21200,1272.9,1010,39,33,0,1272.9,0,1272.9,0,Low Demand,✅ Profitable Product
21201,2669.7,1174,73,44,1,2672.25,-2.55,2669.7,0,Low Demand,✅ Profitable Product
21202,404.85,449,20,20,0,404.85,0,404.85,0,Low Demand,✅ Profitable Product
21204,691.35,419,51,44,0,691.35,0,691.35,0,Low Demand,✅ Profitable Product
21205,481.95,189,51,44,4,532.95,-51,481.95,0,Low Demand,✅ Profitable Product
21206,1443.3,1218,76,56,1,1446.6,-3.3,1443.3,0,Low Demand,✅ Profitable Product
21207,1533.9,982,84,74,0,1533.9,0,1533.9,0,Low Demand,✅ Profitable Product
21208,515.7,832,60,50,4,531.69,-15.99,515.7,0,Low Demand,✅ Profitable Product
21209,660.79,1123,62,49,5,669.12,-8.33,660.79,0,Low Demand,✅ Profitable Product
21210,7773.72,5547,370,244,5,7947.37,-173.65,7773.72,2,Hidden Loss,✅ Profitable Product
21211,1144.8,816,66,58,0,1144.8,0,1144.8,0,Low Demand,✅ Profitable Product
21212,16247.95,33409,1041,636,12,16394.53,-146.58,16247.95,1,Stable,✅ Profitable Product
21213,6832.91,14261,500,295,1,6859.31,-26.4,6832.91,2,Hidden Loss,✅ Profitable Product
21215,461.8,868,63,51,0,461.8,0,461.8,0,Low Demand,✅ Profitable Product
21216,8276.37,1825,251,150,10,8354.87,-78.5,8276.37,2,Hidden Loss,✅ Profitable Product
21217,9098.7,966,264,169,7,9188.25,-89.55,9098.7,2,Hidden Loss,✅ Profitable Product
21218,6905.95,2009,214,131,11,7071.2,-165.25,6905.95,2,Hidden Loss,✅ Profitable Product
21219,408.59,323,42,35,0,408.59,0,408.59,0,Low Demand,✅ Profitable Product
21220,312.06,239,41,34,0,312.06,0,312.06,0,Low Demand,✅ Profitable Product
21221,262.14,201,24,24,0,262.14,0,262.14,0,Low Demand,✅ Profitable Product
21222,257.18,198,35,26,0,257.18,0,257.18,0,Low Demand,✅ Profitable Product
21224,906.2,728,82,58,1,913.7,-7.5,906.2,0,Low Demand,✅ Profitable Product
21226,11.25,9,4,4,0,11.25,0,11.25,0,Low Demand,📉 Low Performance
21228,6.25,5,2,2,0,6.25,0,6.25,0,Low Demand,📉 Low Performance
21231,6687.78,5600,408,216,29,6875.86,-188.08,6687.78,2,Hidden Loss,✅ Profitable Product
21232,11766.81,9981,639,314,61,12210.06,-443.25,11766.81,1,Stable,✅ Profitable Product
21238,2779.19,3468,286,162,9,2822.41,-43.22,2779.19,2,Hidden Loss,✅ Profitable Product
21239,2033.55,2553,203,141,2,2051.4,-17.85,2033.55,2,Hidden Loss,✅ Profitable Product
21240,2456.74,3120,220,150,5,2487.08,-30.34,2456.74,2,Hidden Loss,✅ Profitable Product
21242,4801.83,3039,226,150,4,4860.98,-59.15,4801.83,2,Hidden Loss,✅ Profitable Product
21243,3315.53,2105,149,103,1,3329.05,-13.52,3315.53,0,Low Demand,✅ Profitable Product
21244,3334.12,2116,150,108,3,3359.47,-25.35,3334.12,2,Hidden Loss,✅ Profitable Product
21245,1623.1,1014,100,72,0,1623.1,0,1623.1,0,Low Demand,✅ Profitable Product
21246,839.55,173,41,33,2,849.45,-9.9,839.55,0,Low Demand,✅ Profitable Product
21248,269.7,186,53,46,1,271.15,-1.45,269.7,0,Low Demand,✅ Profitable Product
21249,1874.4,672,79,68,0,1874.4,0,1874.4,0,Low Demand,✅ Profitable Product
21250,257,92,17,15,0,257,0,257,0,Low Demand,✅ Profitable Product
21251,486.75,165,35,32,0,486.75,0,486.75,0,Low Demand,✅ Profitable Product
21253,192.54,66,16,14,0,192.54,0,192.54,0,Low Demand,📉 Low Performance
21257,3646.99,477,157,100,5,3735.39,-88.4,3646.99,0,Low Demand,✅ Profitable Product
21258,4334.48,364,124,63,18,5014.23,-679.75,4334.48,2,Hidden Loss,⚠️ High Return Risk
21259,6363.71,1116,244,134,7,6432.11,-68.4,6363.71,2,Hidden Loss,✅ Profitable Product
21260,3390.6,1086,150,104,2,3530.35,-139.75,3390.6,0,Low Demand,✅ Profitable Product
21261,520.65,167,27,24,0,520.65,0,520.65,0,Low Demand,✅ Profitable Product
21262,733.85,263,53,43,3,790.6,-56.75,733.85,0,Low Demand,✅ Profitable Product
21263,317.85,163,37,32,1,321.75,-3.9,317.85,0,Low Demand,✅ Profitable Product
21264,483.6,248,44,37,2,499.2,-15.6,483.6,0,Low Demand,✅ Profitable Product
21265,249.6,128,16,15,0,249.6,0,249.6,0,Low Demand,✅ Profitable Product
21268,0.84,2,1,1,0,0.84,0,0.84,0,Low Demand,📉 Low Performance
21269,238,28,18,17,0,238,0,238,0,Low Demand,✅ Profitable Product
21270,178.5,14,13,12,0,178.5,0,178.5,0,Low Demand,📉 Low Performance
21272,657.57,501,62,49,2,660.07,-2.5,657.57,0,Low Demand,✅ Profitable Product
21275,92.75,5,11,10,2,169.5,-76.75,92.75,0,Low Demand,📉 Low Performance
21277,442,21,22,19,2,485.9,-43.9,442,0,Low Demand,✅ Profitable Product
21278,109.65,43,7,7,0,109.65,0,109.65,0,Low Demand,📉 Low Performance
21279,158.1,62,13,12,1,165.75,-7.65,158.1,0,Low Demand,📉 Low Performance
21280,165.75,65,12,12,0,165.75,0,165.75,0,Low Demand,📉 Low Performance
21281,89.25,35,6,6,0,89.25,0,89.25,0,Low Demand,📉 Low Performance
21284,283.17,349,27,26,2,313.53,-30.36,283.17,0,Low Demand,✅ Profitable Product
21285,342.02,326,34,27,1,357.62,-15.6,342.02,0,Low Demand,✅ Profitable Product
21286,279.37,255,18,17,0,279.37,0,279.37,0,Low Demand,✅ Profitable Product
21287,755.13,1788,54,47,0,755.13,0,755.13,0,Low Demand,✅ Profitable Product
21288,655.6,232,41,33,1,716.8,-61.2,655.6,0,Low Demand,✅ Profitable Product
21289,528.75,423,21,20,2,553.75,-25,528.75,0,Low Demand,✅ Profitable Product
21291,782,920,40,32,0,782,0,782,0,Low Demand,✅ Profitable Product
21292,591.25,865,26,25,0,591.25,0,591.25,0,Low Demand,✅ Profitable Product
21293,214.13,101,18,14,0,214.13,0,214.13,0,Low Demand,✅ Profitable Product
21294,722.88,1536,58,46,0,722.88,0,722.88,0,Low Demand,✅ Profitable Product
21306,159.25,468,38,35,2,166.57,-7.32,159.25,0,Low Demand,📉 Low Performance
21307,39.2,79,13,11,0,39.2,0,39.2,0,Low Demand,📉 Low Performance
21310,29.95,1,1,1,0,29.95,0,29.95,0,Low Demand,📉 Low Performance
21311,157.94,451,46,40,2,165.77,-7.83,157.94,0,Low Demand,📉 Low Performance
21313,2086.84,2812,139,97,10,2110.46,-23.62,2086.84,2,Hidden Loss,✅ Profitable Product
21314,7142.41,3531,382,216,40,7412.56,-270.15,7142.41,2,Hidden Loss,✅ Profitable Product
21316,156.59,149,9,9,0,156.59,0,156.59,0,Low Demand,📉 Low Performance
21317,511.25,95,27,23,1,516.2,-4.95,511.25,0,Low Demand,✅ Profitable Product
21318,355.59,663,45,38,5,372.3,-16.71,355.59,0,Low Demand,✅ Profitable Product
21319,127.86,146,13,12,1,129.51,-1.65,127.86,0,Low Demand,📉 Low Performance
21320,294.96,179,12,10,1,309.66,-14.7,294.96,0,Low Demand,✅ Profitable Product
21324,203.55,69,20,20,0,203.55,0,203.55,0,Low Demand,✅ Profitable Product
21326,6069.55,10067,282,168,5,6083.2,-13.65,6069.55,2,Hidden Loss,✅ Profitable Product
21327,887.7,538,145,99,0,887.7,0,887.7,0,Low Demand,✅ Profitable Product
21328,1262.2,760,187,135,0,1262.2,0,1262.2,0,Low Demand,✅ Profitable Product
21329,980.05,589,168,120,0,980.05,0,980.05,0,Low Demand,✅ Profitable Product
21331,140.25,11,7,7,0,140.25,0,140.25,0,Low Demand,📉 Low Performance
21332,143.3,14,8,8,0,143.3,0,143.3,0,Low Demand,📉 Low Performance
21333,162.25,55,15,15,0,162.25,0,162.25,0,Low Demand,📉 Low Performance
21336,23.6,8,3,3,0,23.6,0,23.6,0,Low Demand,📉 Low Performance
21340,9914.21,904,266,179,6,10161.41,-247.2,9914.21,2,Hidden Loss,✅ Profitable Product
21344,109.45,11,6,5,1,139.3,-29.85,109.45,0,Low Demand,📉 Low Performance
21348,355.65,139,5,5,0,355.65,0,355.65,0,Low Demand,✅ Profitable Product
21349,54,8,8,7,1,81,-27,54,0,Low Demand,📉 Low Performance
21351,607.3,94,33,28,2,654.55,-47.25,607.3,0,Low Demand,✅ Profitable Product
21352,1057.9,302,39,36,2,1118.65,-60.75,1057.9,0,Low Demand,✅ Profitable Product
21354,888.45,753,68,55,0,888.45,0,888.45,0,Low Demand,✅ Profitable Product
21355,961.65,777,107,95,0,961.65,0,961.65,0,Low Demand,✅ Profitable Product
21356,363.15,304,53,37,0,363.15,0,363.15,0,Low Demand,✅ Profitable Product
21357,23.75,19,10,9,0,23.75,0,23.75,0,Low Demand,📉 Low Performance
21358,410,328,59,54,0,410,0,410,0,Low Demand,✅ Profitable Product
21359,751.75,125,28,22,2,759.65,-7.9,751.75,0,Low Demand,✅ Profitable Product
21360,194.15,37,14,14,0,194.15,0,194.15,0,Low Demand,📉 Low Performance
21361,1076.85,87,56,43,2,1127.85,-51,1076.85,0,Low Demand,✅ Profitable Product
21363,965.25,195,96,68,6,1034.55,-69.3,965.25,0,Low Demand,✅ Profitable Product
21364,162,24,22,19,1,168.75,-6.75,162,0,Low Demand,📉 Low Performance
21365,360,348,42,35,0,360,0,360,0,Low Demand,✅ Profitable Product
21366,102,24,10,9,0,102,0,102,0,Low Demand,📉 Low Performance
21367,159.51,163,35,29,0,159.51,0,159.51,0,Low Demand,📉 Low Performance
21368,129.15,161,30,25,0,129.15,0,129.15,0,Low Demand,📉 Low Performance
21369,142.5,98,13,12,0,142.5,0,142.5,0,Low Demand,📉 Low Performance
21370,88.2,15,8,7,0,88.2,0,88.2,0,Low Demand,📉 Low Performance
21371,274.65,275,32,27,0,274.65,0,274.65,0,Low Demand,✅ Profitable Product
21372,75.73,67,25,18,0,75.73,0,75.73,0,Low Demand,📉 Low Performance
21373,371.25,495,46,41,1,380.25,-9,371.25,0,Low Demand,✅ Profitable Product
21374,400,294,40,37,0,400,0,400,0,Low Demand,✅ Profitable Product
21375,109.8,24,10,9,0,109.8,0,109.8,0,Low Demand,📉 Low Performance
21376,154.65,33,13,13,0,154.65,0,154.65,0,Low Demand,📉 Low Performance
21377,123.21,93,19,18,0,123.21,0,123.21,0,Low Demand,📉 Low Performance
21378,175.05,129,22,21,0,175.05,0,175.05,0,Low Demand,📉 Low Performance
21379,163.11,147,23,22,0,163.11,0,163.11,0,Low Demand,📉 Low Performance
21380,5907.2,2092,233,138,1,5910.15,-2.95,5907.2,2,Hidden Loss,✅ Profitable Product
21381,2690.82,1674,140,88,2,2733.07,-42.25,2690.82,0,Low Demand,✅ Profitable Product
21382,1158.35,1037,94,64,1,1164.35,-6,1158.35,0,Low Demand,✅ Profitable Product
21383,500.5,770,78,75,1,501.8,-1.3,500.5,0,Low Demand,✅ Profitable Product
21385,2955.94,3562,206,153,1,2957.64,-1.7,2955.94,2,Hidden Loss,✅ Profitable Product
21386,257.57,713,46,42,0,257.57,0,257.57,0,Low Demand,✅ Profitable Product
21389,864.45,1017,95,81,1,865.3,-0.85,864.45,0,Low Demand,✅ Profitable Product
21390,4540.38,3778,175,120,1,4544.13,-3.75,4540.38,2,Hidden Loss,✅ Profitable Product
21391,849.15,972,76,69,1,855.45,-6.3,849.15,0,Low Demand,✅ Profitable Product
21392,38.13,32,6,5,0,38.13,0,38.13,0,Low Demand,📉 Low Performance
21393,38.67,29,7,7,0,38.67,0,38.67,0,Low Demand,📉 Low Performance
21394,1530.04,3800,118,88,4,1538.62,-8.58,1530.04,0,Low Demand,✅ Profitable Product
21395,1092.78,2802,81,63,3,1096.68,-3.9,1092.78,0,Low Demand,✅ Profitable Product
21397,445.26,1016,44,43,0,445.26,0,445.26,0,Low Demand,✅ Profitable Product
21398,642.75,1499,49,43,0,642.75,0,642.75,0,Low Demand,✅ Profitable Product
21399,787.53,1936,65,50,4,830.82,-43.29,787.53,0,Low Demand,✅ Profitable Product
21400,109.74,837,48,42,0,109.74,0,109.74,0,Low Demand,📉 Low Performance
21401,132.3,1010,58,48,0,132.3,0,132.3,0,Low Demand,📉 Low Performance
21402,155.4,1290,61,54,0,155.4,0,155.4,0,Low Demand,📉 Low Performance
21403,258.72,1718,71,58,0,258.72,0,258.72,0,Low Demand,✅ Profitable Product
21407,960.75,232,95,79,1,965,-4.25,960.75,0,Low Demand,✅ Profitable Product
21408,756.41,223,66,50,1,764.91,-8.5,756.41,0,Low Demand,✅ Profitable Product
21411,2365.96,716,186,147,1,2391.46,-25.5,2365.96,2,Hidden Loss,✅ Profitable Product
21412,-2.52,-6,1,1,1,0,-2.52,-2.52,0,Low Demand,🚨 Loss Making Product
21413,45,36,10,8,0,45,0,45,0,Low Demand,📉 Low Performance
21414,2.1,1,1,1,0,2.1,0,2.1,0,Low Demand,📉 Low Performance
21415,384.13,206,30,25,0,384.13,0,384.13,0,Low Demand,✅ Profitable Product
21416,18.75,5,4,4,0,18.75,0,18.75,0,Low Demand,📉 Low Performance
21417,418.78,288,33,24,1,420.88,-2.1,418.78,0,Low Demand,✅ Profitable Product
21418,115.25,59,12,11,0,115.25,0,115.25,0,Low Demand,📉 Low Performance
21420,87.12,48,13,12,0,87.12,0,87.12,0,Low Demand,📉 Low Performance
21421,345.14,298,13,11,0,345.14,0,345.14,0,Low Demand,✅ Profitable Product
21422,1214.96,1556,48,33,2,1218.36,-3.4,1214.96,0,Low Demand,✅ Profitable Product
21424,597.3,222,27,21,5,612.05,-14.75,597.3,0,Low Demand,✅ Profitable Product
21425,188.05,67,16,12,0,188.05,0,188.05,0,Low Demand,📉 Low Performance
21426,402.9,209,20,16,3,411.3,-8.4,402.9,0,Low Demand,✅ Profitable Product
21427,155.4,74,28,23,3,161.7,-6.3,155.4,0,Low Demand,📉 Low Performance
21428,4127.3,1064,188,117,6,4263.55,-136.25,4127.3,2,Hidden Loss,✅ Profitable Product
21429,2850.9,1574,226,147,9,2925,-74.1,2850.9,2,Hidden Loss,✅ Profitable Product
21430,9280.29,2663,331,188,12,9424.32,-144.03,9280.29,2,Hidden Loss,✅ Profitable Product
21439,1142.5,914,78,51,1,1574.98,-432.48,1142.5,0,Low Demand,✅ Profitable Product
21441,223.3,376,38,34,0,223.3,0,223.3,0,Low Demand,✅ Profitable Product
21442,232.01,389,36,31,0,232.01,0,232.01,0,Low Demand,✅ Profitable Product
21445,262.5,210,22,17,1,267.5,-5,262.5,0,Low Demand,✅ Profitable Product
21446,500,400,75,47,0,500,0,500,0,Low Demand,✅ Profitable Product
21447,935,748,92,56,1,936.25,-1.25,935,0,Low Demand,✅ Profitable Product
21448,539.55,327,62,46,0,539.55,0,539.55,0,Low Demand,✅ Profitable Product
21452,2057,716,145,110,13,2140.15,-83.15,2057,2,Hidden Loss,⚠️ High Return Risk
21454,270.3,318,43,41,0,270.3,0,270.3,0,Low Demand,✅ Profitable Product
